"name","url","country","region","divisions","keywords"
"Central Georgia Technical college","http://www.centralgatech.edu/studserv/career_services/program_outlook_detail.cfm?program=em13","united states","georgia","acadEM,ic, technical, professional, government agencies, private, corporation, industry, education, health care, institutions",""
"Chabot college","http://chabot.augusoft.net/index.cfm?method=classinfo.classinformation&int_class_id=44318&int_category_id=4&int_sub_category_id=82","united states","california","community, college, individual, course, training, first, responder",""
"Charles Sturt University","http://www.csu.edu.au/courses/master-of-emergency-management","australia","new south wales","masters, influence, risk, critical, practice, review, analysis, data, contEM,porary, Emergency,",""
"Charleston County Emgerency Management","http://www.charlestoncounty.org/departments/emergency-management/index.php","united states","south carolina","EM, Practitioner , Response, Civil , Cyber Security",""
"Charlotte County Office of Emergency Management","http://www.charlottecountyfl.com/emergency/","united states","florida","EM, Practitioner , Response, Civil , Cyber Security",""
"Chatham County Emergency Management","http://www.chathamnc.org/Index.aspx?page=310","united states","north carolina","EM, Practitioner , Response, Civil , Cyber Security",""
"Check in/Check out (511)","http://www2.gov.bc.ca/assets/gov/public-safety-and-emergency-services/emergency-preparedness-response-recovery/local-government/511.pdf","canada","british columbia","EM,Practitioner","Task, Registration, 512, forms, templates"
"Chemical, Biological, Radiological, Nuclear and Explosives Resilience Strategy and Action plan for Canada","http://www.publicsafety.gc.ca/cnt/mrgnc-mngmnt/mrgnc-prprdnss/chmcl-blgcl-rdlgcl-eng.aspx","canada","all regions","EM, practitioner, health, ngo , humanitarian, business continuity, civil protection","emergency, chemical, biological, radiological, nuclear, explosive, CBRNE, defensive, strategy, national, action, plan"
"Cherokee County Emergency Management","http://www.cherokeecounty-nc.gov/index.aspx?page=81","united states","north carolina","EM, Practitioner , Response, Civil , Cyber Security",""
"Cherokeega Sheriff Emergency Management Agency","http://www.cherokeega-ema.org/","united states","georgia","EM, Practitioner , Response, Civil , Cyber Security",""
"Chicago School of Professional psychology","http://www.thechicagoschool.edu/home","united states","illionis","ma, ms, phd, counselling, public, health, psychology",""
"Chief Information Officer","http://dts.utah.gov/index.php","united states","utah","EM, Practitioner , Response, Civil , Cyber Security",""
"Chief Information Officer","https://ocio.wa.gov/","united states","washington","EM, Practitioner , Response, Civil , Cyber Security",""
"Chief Technology Office","http://cto.vermont.gov/","united states","vermont","Civil , Cyber Security",""
"Chowan County Departments","http://www.chowancounty-nc.gov/index.asp?Type=B_BASIC&SEC={3E81E610-1110-4568-994E-7D0DE647D316}","united states","north carolina","EM, Practitioner , Response, Civil , Cyber Security",""
"Citrus County Sheriff's Office of Emergency Management","http://www.sheriffcitrus.org/EM/","united states","florida","EM, Practitioner , Response, Civil , Cyber Security",""
"civil measures act","https://www.justice.gov.nt.ca/en/files/legislation/civil-emergency-measures/civil-emergency-measures.a.pdf","canada","northwest territories","EM, practitoner, health, science research Academia, ngo , humanitarian","emergency, management, protection, fire, marshal, strategy, training"
"Civil protection act","http://www2.publicationsduquebec.gouv.qc.ca/dynamicSearch/telecharge.php?type=2&file=/S_2_3/S2_3_A.htm","canada","quebec","EM, practitioner, health, ngo , humanitarian, science acadEM,ic research","emergency, management, response, health, ambulance,"
"Clackamas Community college","https://www.clackamas.edu/programs/emergency-management.aspx","united states","oregon","incident, command, systEM,, national, incident, management, systEM,, Emergency, preparedness, associated, applied, science",""
"Clay County Emergency Management","http://www.claycountygov.com/departments/emergency-management","united states","florida","EM, Practitioner , Response, Civil , Cyber Security",""
"Cleveland County Emergency Management","http://www.clevelandcounty.com/emfm/emhome.htm","united states","north carolina","EM, Practitioner , Response, Civil , Cyber Security",""
"Cleveland State University","http://cua6.urban.csuohio.edu/cep/","united states","ohio","levin, college, urban, affairs, hazardous, materials, confined, space, national, incident, management, systEM,, business, continuity, Emergency, planning, occupational safety, health, administration, hospital, healthcare, first, receiver",""
"Climate Change Adaptation resource guide: nunavut's emergency planning and extreme weather","http://climatechangenunavut.ca/sites/default/files/rg1_emergency_planning_extreme_weather_0.pdf","canada","nunavut","EM, practitioner, health, science research Academia, ngo , humanitarian","Preparedness, Risk Reduction, Flood, Tornado, Wild Fires, Volcanoe, Earthquake, Hurricane, Terrorism, Emergency Planning"
"Coastline Community college","http://www.coastline.edu/academics/emergency-management/","united states","california","Emergency, management, homeland, security, response, hazard, mitigation, public, information, officer",""
"Cobb County Emergency Management Agency","http://www.cobbcounty.org/index.php?option=com_content&view=article&id=1009&Itemid=495","united states","georgia","EM, Practitioner , Response, Civil , Cyber Security",""
"Colleton County Emergency Preparedness","http://www.colletoncounty.org/emergency-preparedness","united states","south carolina","EM, Practitioner , Response, Civil , Cyber Security",""
"Collier County Emergency Management","http://www.colliergov.net/index.aspx?page=101","united states","florida","EM, Practitioner , Response, Civil , Cyber Security",""
"Colorado Government Website","https://www.colorado.gov/government/government/state-agencies.html","united states","colorado","EM, Practitioner , Response, Civil , Cyber Security",""
"Colorado Technical University","http://www.coloradotech.edu/degrees/masters/homeland-security/emergency-management","united states","colorado","masters, science, homeland, security, disaster, terrorism, public, health, communication, disaster, medicine, bachelor, criminal, justice, criminology, counterintelligence, critical infrastructures",""
"Columbia County Emergency Management","http://www.columbiacountyem.com/","united states","florida","EM, Practitioner , Response, Civil , Cyber Security",""
"Columbia County Emergency Management Agency","http://www.columbiacountyga.gov/government-/departments-d-k/emergency-management-agency-ema","united states","georgia","EM, Practitioner , Response, Civil , Cyber Security",""
"Columbia Southern University","http://www.columbiasouthern.edu/emergency-services-mgmt/ms-emergency-services","united states","alabama","masters, science, theoretical, practical, inter-organizational, roles, toxicology, hazardous, materials, risk, management, natural, man-made, disasters",""
"Columbus County Emergency Services","http://columbusco.org/Departments/EmergencyServices.aspx","united states","north carolina","EM, Practitioner , Response, Civil , Cyber Security",""
"Commonwealth of Virginia","http://www.virginia.gov/","united states","virginia","EM, Practitioner , Response, Civil , Cyber Security",""
"Community college of Rhode Island","https://www.ccri.edu/emer/","united states","rhode island","homeland, security, certificate, EM,, associate, degree, Emergency, management, degree, program",""
"community emergency plan","http://www.maca.gov.nt.ca//wp-content/uploads/2012/05/MACA_Public-Safety_Community-Emergency-Plan-Instruction-Manual_2008.pdf","canada","northwest territories","EM, practitoner, health, science research Academia, ngo , humanitarian","emergency, hazard, search, rescue"
"Community recovery capacity and needs assessment form","http://www2.gov.bc.ca/assets/gov/public-safety-and-emergency-services/emergency-preparedness-response-recovery/local-government/community_recovery_capacity__needs_assessment_form.pdf","canada","british columbia","EM,Practitioner","declaring, state, local, emergency, british, columbia"
"Communty Disaster Recovery Guide","http://www2.gov.bc.ca/assets/gov/public-safety-and-emergency-services/emergency-preparedness-response-recovery/local-government/community_disaster_recovery_guide.pdf","canada","british columbia","EM, Practitioner, health, ngo , humanitarian response","Emergency, managment, policies, Volunteer, Search, rescue, liability, workers, compensation"
"Computer Crimes Unit","http://www.ccu.ri.gov/","united states","rhode island","Civil , Cyber Security",""
"Concordia University","http://www.cu-portland.edu/academics/colleges/college-education/degree-completion-programs/homeland-security-emergency","united states","oregon","homeland, security, Emergency, preparedness, degree, certificate, bachelor, critical, thinking, ethical, risk, management, cyber, intelligence",""
"Consultations and workshops","http://www.aema.alberta.ca/consultations-and-workshops","canada","alberta","EM, practitioner, science research Academia, health","emergency, management, act, reponse, recovery, preparedness, relief"
